data,mes,om,anv,etapa,origem,destino,lat_origem,long_origem,lat_dest,long_dest,HORA_DEP,HORA_ARR,TEMPO_DE_VOO,SEGMTO,POUSOS,REAL,CAPOTA,LOCAL_1,QTD_1,LOCAL_2,QTD_2,1P,2P,NV,MC1,MC2,MC3,LM1,LM2,LM3,LM4,LM5,COM,MISSAO,D_N,OFRAG,ORGAO,PROGRAMA,SUBPROG,APLICACAO,COMB,OLEO,PAX_EMBARQ,PAX_DESEMB,PAX_LANCADO,CARGA_EMBARQ,CARGA_DESEMB,CARGA_LANCADA
23/jan.,JAN.,021,2803,1,SBMN,SBBV,-3.130,-59.98,2.840,2.840,11:10,12:55,01:45,1,1,01:30,,SBBV,1,,,MLO,ELM,,REI,,,MOA,STE,REG,,,,69TVDI,DIURNO,210256/210257,COMAE,PEO,SPMAS,FAB,1560,0,0,0,0,94,94,0
23/jan.,JAN.,021,2803,2,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,13:50,15:35,01:45,2,1,01:30,,SBMN,1,,,ELM,MLO,,REI,,,MOA,STE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1560,0,0,0,0,1176,1176,0
23/jan.,JAN.,021,2803,3,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,17:05,20:25,03:20,3,1,03:00,,SBBE,1,,,MLO,ELM,,REI,,,MOA,STE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2900,0,1,1,0,268,268,0
24/jan.,JAN.,021,2803,4,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,11:05,14:20,03:15,1,1,03:00,,SBMN,1,,,ELM,MLO,,REI,,,MOA,STE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2650,4,14,14,0,207,207,0
24/jan.,JAN.,022,2803,1,SBMN,SWKO,-3.130,-59.98,-4.131,-4.131,16:00,17:05,01:05,1,1,,,,,,,CAI,MDO,,RDZ,,,LUS,MTO,MMA,,,,69TVDI,DIURNO,210257,COMAE,PEO,SPMAS,FAB,940,0,10,10,0,970,970,0
24/jan.,JAN.,022,2803,2,SWKO,SBMN,-4.131,-63.14,-3.130,-3.130,17:50,18:55,01:05,2,1,,,SBMN,1,,,MDO,CAI,,RDZ,,,LUS,MTO,MMA,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,875,0,3,3,0,295,295,0
24/jan.,JAN.,025,2803,1,SBMN,ROTA,-3.130,-59.98,0.0,0.0,21:50,22:20,00:30,1,0,00:30,,,,,,MDO,CAI,,RDZ,,,LUS,MTO,MMA,,,,69TVDI,DIURNO,210277,COMAE,PAOE,SPAOE,COVID-19,,,,,,3280,,
24/jan.,JAN.,025,2803,1,ROTA,SWPI,0.0,0.0,-2.670,-2.670,22:20,22:50,00:30,2,1,,,,,,,MDO,CAI,,RDZ,,,LUS,MTO,MMA,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,940,0,0,0,0,0,3280,0
25/jan.,JAN.,025,2803,2,SWPI,SBMN,-2.670,-56.78,-3.130,-3.130,00:05,01:05,01:00,1,1,01:00,,SBMN,1,,,MDO,CAI,,RDZ,,,LUS,MTO,MMA,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,940,0,0,0,0,1650,1650,0
25/jan.,JAN.,023,2802,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:05,15:30,03:25,1,1,03:10,,SBBE,1,,,PBO,FVA,,RCO,,,VAN,REG,ARA,,,,69TV300,DIURNO,210259,COMAE,PEO,SPMAS,FAB,2500,0,3,3,0,0,0,0
25/jan.,JAN.,023,2803,2,SBBE,SNOX,-1.400,-48.45,-1.716,-1.716,16:50,19:00,02:10,2,1,02:00,,,,,,FVA,PBO,,RCO,,,VAN,REG,ARA,,,,69TV300,DIURNO,210554,COMAE,PEO,SPMAS,FAB,1750,0,14,13,0,2057,2057,0
25/jan.,JAN.,023,2803,3,SNOX,SBMN,-1.716,-55.84,-3.130,-3.130,20:00,21:15,01:15,3,1,,,SBMN,1,,,PBO,FVA,,RCO,,,VAN,REG,ARA,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,1000,0,2,3,0,0,0,0
25/jan.,JAN.,026,2809,1,SBMN,SBPV,-3.130,-59.98,-8.700,-8.700,15:35,17:25,01:50,1,1,01:40,,SBPV,1,,,LEL,JOE,,LUI,,,MOA,MMA,,,,,69TV300,DIURNO,210280,COMAE,PAOE,SPAOE,COVID-19,1450,2,0,0,0,0,0,0
25/jan.,JAN.,026,2809,2,SBPV,ROTA,-8.700,-63.90,0.0,0.0,22:25,24:00,01:35,2,0,,,,,,,JOE,LEL,,LUI,,,MOA,MMA,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,,,17,,,,,
26/jan.,JAN.,026,2809,3,ROTA,SBCT,0.0,0.0,-25.520,-25.520,00:00,04:25,04:25,1,1,04:15,,SBCT,1,,,JOE,LEL,,LUI,,,MOA,MMA,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,4315,0,0,17,0,0,0,0
26/jan.,JAN.,026,2809,4,SBCT,ROTA,-25.520,-49.17,0.0,0.0,19:50,24:00,04:10,2,0,,,,,,,LEL,JOE,,LUI,,,MOA,MMA,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,3115,2,6,,,,,
26/jan.,JAN.,027,2803,1,SBMN,SBPV,-3.130,-59.98,-8.700,-8.700,12:10,14:10,02:00,1,1,01:45,,SBPV,1,,,MLO,BEZ,,REI,,,BOR,STE,,,,,41TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1620,0,0,0,0,0,0,0
26/jan.,JAN.,027,2803,2,SBPV,ROTA,-8.700,-63.90,0.0,0.0,22:10,22:30,00:20,2,0,00:20,,,,,,BEZ,MLO,,REI,,,BOR,STE,,,,,41TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,,,
26/jan.,JAN.,027,2803,2,ROTA,ROTA,0.0,0.0,0.0,0.0,22:30,24:00,01:30,3,0,01:10,,,,,,BEZ,MLO,,REI,,,BOR,STE,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1500,0,16,,,,,
27/jan.,JAN.,026,2809,5,ROTA,SBPV,0.0,0.0,-8.700,-8.700,00:00,02:10,02:10,1,1,02:00,,SBPV,1,,,LEL,JOE,,LUI,,,MOA,MMA,,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1480,0,0,6,0,0,0,0
27/jan.,JAN.,026,2809,6,SBPV,SBMN,-8.700,-63.90,-3.130,-3.130,03:15,05:10,01:55,2,1,01:45,,SBMN,1,,,JOE,LEL,,LUI,,,MOA,MMA,,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1300,0,0,0,0,0,0,0
27/jan.,JAN.,027,2803,2,ROTA,SBPA,0.0,0.0,-29.990,-29.990,00:00,04:50,04:50,1,1,04:40,,SBPA,1,,,BEZ,MLO,,REI,,,BOR,STE,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,3650,0,0,16,0,0,0,0
27/jan.,JAN.,027,2803,3,SBPA,SBCG,-29.990,-51.17,-20.470,-20.470,19:15,22:30,03:15,2,1,03:00,,SBCG,1,,,MLO,BEZ,,REI,,,BOR,STE,,,,,41TVDI,DIURNO,210559,COMAE,PAOE,SPAOE,COVID-19,2600,4,5,5,0,147,0,0
27/jan.,JAN.,027,2803,4,SBCG,ROTA,-20.470,-54.67,0.0,0.0,23:35,24:00,00:25,3,0,,,,,,,MLO,BEZ,,REI,,,BOR,STE,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,350,0,,,,,,
28/jan.,JAN.,027,2803,4,ROTA,SBPV,0.0,0.0,-8.700,-8.700,00:00,03:50,03:50,1,1,03:35,,SBPV,1,,,MLO,BEZ,,REI,,,BOR,STE,,,,,41TVNO,NOTURNO,210608,COMAE,PAOE,SPAOE,COVID-19,3500,0,0,0,0,0,147,0
28/jan.,JAN.,027,2803,5,SBPV,SBMN,-8.700,-63.90,-3.130,-3.130,05:00,07:00,02:00,2,1,01:45,,SBMN,1,,,BEZ,MLO,,REI,,,BOR,STE,,,,,41TVNO,NOTURNO,210562,COMAE,PAOE,SPAOE,COVID-19,1650,0,0,0,0,1163,1163,0
28/jan.,JAN.,030,2802,1,SBMN,ROTA,-3.130,-59.98,0.0,0.0,23:25,24:00,00:35,1,0,00:35,,,,,,LEL,ELM,,ROB,,,VAN,RBS,MAR,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,490,0,,,,5607,,
29/jan.,JAN.,030,2802,2,ROTA,SBTF,0.0,0.0,-3.380,-3.380,00:00,00:55,00:55,1,1,00:55,,SBTF,1,,,LEL,ELM,,ROB,,,VAN,RBS,MAR,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,765,0,0,0,0,0,5607,0
29/jan.,JAN.,030,2802,3,SBTF,SBMN,-3.380,-64.73,-3.130,-3.130,03:50,05:25,01:35,2,1,01:35,,SBMN,1,,,ELM,LEL,,ROB,,,VAN,RBS,MAR,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1325,0,0,0,0,5488,5488,0
29/jan.,JAN.,029,2802,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,11:25,14:50,03:25,1,1,03:00,,SBTT,1,,,MDO,CAI,,RDZ,,,MOA,BLE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2825,0,18,3,0,2575,602,0
29/jan.,JAN.,029,2802,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:10,16:45,00:35,2,1,,,,,,,MDO,CAI,,RDZ,,,MOA,BLE,REG,,,,69TVDI,DIURNO,210616,COMAE,PEO,SPMAS,FAB,625,0,2,17,0,952,2925,0
29/jan.,JAN.,029,2802,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,18:40,19:15,00:35,3,1,,,,,,,CAI,MDO,,RDZ,,,MOA,BLE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,575,1,3,1,0,1240,0,0
29/jan.,JAN.,029,2802,4,SBTT,ROTA,-4.250,-69.93,0.0,0.0,20:00,22:30,02:30,4,0,02:30,,,,,,CAI,MDO,,RDZ,,,MOA,BLE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,,,,0,,
29/jan.,JAN.,029,2802,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:30,23:05,00:35,5,1,00:25,,SBMN,1,,,CAI,MDO,,RDZ,,,MOA,BLE,REG,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2800,0,0,2,0,0,1240,0
30/jan.,JAN.,031,2802,1,SBMN,SBBV,-3.130,-59.98,2.840,2.840,12:15,14:00,01:45,1,1,01:30,,SBBV,1,,,ELM,JOE,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1500,3,2,0,0,800,0,0
30/jan.,JAN.,031,2802,2,SBBV,SWUQ,2.840,-60.68,2.836,2.836,15:05,16:05,01:00,2,1,,,,,,,JOE,ELM,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,210646,COMAE,PAOE,SPAOE,VACINA COVID-19,875,0,0,2,0,2400,3200,0
30/jan.,JAN.,031,2802,3,SWUQ,SBBV,2.836,-63.65,2.840,2.840,18:35,19:30,00:55,3,1,,,,,,,ELM,JOE,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,850,0,0,0,0,0,0,0
30/jan.,JAN.,032,2803,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,12:15,14:30,02:15,1,1,02:00,,SBUA,1,,,MDO,SPR,,REI,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1920,0,9,6,0,60,60,0
30/jan.,JAN.,032,2803,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,16:05,16:50,00:45,2,1,,,,,,,FVA,SPR,,REI,,,BLE,ADO,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,675,0,0,0,0,3840,3840,0
30/jan.,JAN.,032,2803,3,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,19:25,20:10,00:45,3,1,,,,,,,SPR,FVA,,REI,,,BLE,ADO,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,660,0,0,3,0,500,500,0
31/jan.,JAN.,031,2802,4,SBBV,SWUQ,2.840,-60.68,2.836,2.836,14:25,15:25,01:00,1,1,,,,,,,JOE,BEZ,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,940,0,0,0,0,3348,3348,0
31/jan.,JAN.,031,2802,5,SWUQ,SBBV,2.836,-63.65,2.840,2.840,17:40,18:40,01:00,2,1,,,,,,,BEZ,JOE,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,875,0,0,0,0,0,0,0
31/jan.,JAN.,032,2803,4,SBUA,SWSQ,-0.130,-66.98,1.700,1.700,13:05,14:05,01:00,1,1,,,,,,,SPR,MDO,,LMA,,,STE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,915,0,4,0,0,4088,4088,0
31/jan.,JAN.,032,2803,5,SWSQ,SBUA,1.700,-69.39,-0.130,-0.130,15:50,16:50,01:00,2,1,,,,,,,MDO,SPR,,LMA,,,STE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,890,0,0,1,0,0,0,0
31/jan.,JAN.,032,2803,6,SBUA,SBYA,-0.130,-66.98,0.610,0.610,18:10,18:50,00:40,3,1,,,,,,,SPR,MDO,,LMA,,,STE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,650,0,0,0,0,2806,2806,0
31/jan.,JAN.,032,2803,7,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,20:20,21:05,00:45,4,1,,,,,,,MDO,SPR,,LMA,,,STE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,660,0,0,3,0,40,40,0
01/fev.,FEV.,031,2802,6,SBBV,SWUQ,2.840,-60.68,2.836,2.836,12:40,13:35,00:55,1,1,,,,,,,BEZ,ELM,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,875,0,0,0,0,3500,3500,0
01/fev.,FEV.,031,2802,7,SWUQ,SBBV,2.836,-63.65,2.840,2.840,15:35,16:35,01:00,2,1,,,,,,,ELM,BEZ,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,885,0,0,0,0,0,0,0
01/fev.,FEV.,031,2802,8,SBBV,SWUQ,2.840,-60.68,2.836,2.836,17:30,18:25,00:55,3,1,,,,,,,ELM,BEZ,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,830,0,0,0,0,3500,3500,0
01/fev.,FEV.,031,2802,9,SWUQ,SBBV,2.836,-63.65,2.840,2.840,20:10,21:10,01:00,4,1,,,,,,,BEZ,ELM,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,880,0,0,0,0,0,0,0
02/fev.,FEV.,031,2802,10,SBBV,SWUQ,2.840,-60.68,2.836,2.836,12:50,13:40,00:50,1,1,,,,,,,BEZ,JOE,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,820,0,1,1,0,3397,3397,0
02/fev.,FEV.,031,2802,11,SWUQ,SBBV,2.836,-63.65,2.840,2.840,15:25,16:15,00:50,2,1,,,,,,,JOE,BEZ,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,820,4,3,3,0,0,0,0
02/fev.,FEV.,031,2802,12,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,17:35,19:25,01:50,3,1,01:40,,SBMN,1,,,ELM,JOE,,RDZ,,,BOR,ARA,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1625,0,0,0,0,530,530,0
02/fev.,FEV.,032,2803,8,SBUA,SWSQ,-0.130,-66.98,1.700,1.700,13:45,14:40,00:55,1,1,,,,,,,FVA,SPR,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,920,0,2,2,0,4180,4180,0
02/fev.,FEV.,032,2803,9,SWSQ,SBUA,1.700,-69.39,-0.130,-0.130,16:25,17:20,00:55,2,1,,,,,,,FVA,SPR,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,820,0,6,6,0,0,0,0
02/fev.,FEV.,032,2803,10,SBUA,SBYA,-0.130,-66.98,0.610,0.610,18:40,19:25,00:45,3,1,,,,,,,SPR,FVA,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,750,0,16,16,0,2340,2340,0
02/fev.,FEV.,032,2803,11,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,20:55,21:40,00:45,4,1,,,,,,,SPR,FVA,,LMA,,,BLE,ADO,,,,,69TV30,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,730,0,2,2,0,0,0,0
03/fev.,FEV.,035,2802,1,SBMN,SBTF,-3.130,-59.98,-3.380,-3.380,01:05,02:45,01:40,1,1,,,,,,,PBO,CAI,,DNL,,,MAI,EVA,ROM,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1450,0,0,0,0,5330,5330,0
03/fev.,FEV.,035,2802,2,SBTF,SBMN,-3.380,-64.73,-3.130,-3.130,04:20,05:40,01:20,2,1,,,,,,,CAI,PBO,,DNL,,,MAI,EVA,ROM,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1200,0,0,0,0,0,0,0
03/fev.,FEV.,035,2802,3,SBMN,SWPI,-3.130,-59.98,-2.670,-2.670,06:30,07:30,01:00,3,1,,,,,,,CAI,PBO,,DNL,,,MAI,ROM,,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,975,0,0,0,0,3700,3700,0
03/fev.,FEV.,035,2802,4,SWPI,ROTA,-2.670,-56.78,0.0,0.0,09:00,10:00,01:00,4,0,,,,,,,PBO,CAI,,DNL,,,MAI,ROM,,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,2200,,
03/fev.,FEV.,035,2802,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,10:00,10:05,00:05,5,1,,,,,,,PBO,CAI,,DNL,,,MAI,ROM,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1000,0,0,0,0,0,2200,0
03/fev.,FEV.,032,2803,12,SBUA,SWSQ,-0.130,-66.98,1.700,1.700,13:40,14:40,01:00,1,1,,,,,,,SPR,MDO,,REI,,,BLE,STE,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,950,0,4,4,0,1300,1300,0
03/fev.,FEV.,032,2803,13,SWSQ,SBUA,1.700,-69.39,-0.130,-0.130,15:50,16:50,01:00,2,1,,,,,,,MDO,SPR,,REI,,,BLE,STE,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,950,4,6,6,0,55,55,0
03/fev.,FEV.,032,2803,14,SBUA,SBTT,-0.130,-66.98,-4.250,-4.250,18:10,19:45,01:35,3,1,01:20,,SBTT,1,,,SPR,MDO,,REI,,,BLE,STE,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1400,0,5,5,0,1797,1797,0
04/fev.,FEV.,032,2803,15,SBTT,SWJP,-4.250,-69.93,-1.402,-1.402,13:25,14:25,01:00,1,1,,,,,,,FVA,SPR,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,960,0,3,3,0,3904,3904,0
04/fev.,FEV.,032,2803,16,SWJP,SBTT,-1.402,-69.43,-4.250,-4.250,15:30,16:20,00:50,2,1,,,,,,,FVA,SPR,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,810,0,26,26,0,0,0,0
04/fev.,FEV.,032,2803,17,SBTT,SWJP,-4.250,-69.93,-1.402,-1.402,17:40,18:35,00:55,3,1,,,,,,,SPR,FVA,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,925,0,0,0,0,925,925,0
04/fev.,FEV.,032,2803,18,SWJP,SBTT,-1.402,-69.43,-4.250,-4.250,19:20,20:05,00:45,4,1,,,,,,,SPR,FVA,,LMA,,,BLE,ADO,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,780,0,3,3,0,420,420,0
04/fev.,FEV.,037,2802,1,SBMN,SBTF,-3.130,-59.98,-3.380,-3.380,19:20,20:45,01:25,1,1,,,,,,,MPL,BOD,,LUI,,,LUS,MTO,MMA,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1250,0,0,0,0,6396,6396,0
04/fev.,FEV.,037,2802,2,SBTF,ROTA,-3.380,-64.73,0.0,0.0,22:50,24:00,01:10,2,0,,,,,,,BOD,MPL,,LUI,,,LUS,MTO,MMA,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1100,0,,,,2250,,
04/fev.,FEV.,038,2809,1,SBMN,ROTA,-3.130,-59.98,0.0,0.0,23:40,24:00,00:20,1,0,,,,,,,MLO,JOE,,RDZ,,,MAI,FAB,,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,3645,,
05/fev.,FEV.,037,2802,3,ROTA,SBMN,0.0,0.0,-3.130,-3.130,00:00,00:25,00:25,1,1,,,,,,,BOD,MPL,,LUI,,,LUS,MTO,MMA,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,350,0,0,0,0,0,2250,0
05/fev.,FEV.,038,2809,1,ROTA,SWPI,0.0,0.0,-2.670,-2.670,00:00,00:40,00:40,1,1,,,,,,,MLO,JOE,,RDZ,,,MAI,FAB,,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,875,0,0,0,0,0,3645,0
05/fev.,FEV.,038,2809,2,SWPI,SBMN,-2.670,-56.78,-3.130,-3.130,01:35,02:35,01:00,1,1,,,SBMN,1,,,JOE,MLO,,RDZ,,,MAI,FAB,,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,900,0,0,0,0,565,565,0
05/fev.,FEV.,036,2802,1,SBMN,SBPV,-3.130,-59.98,-8.700,-8.700,02:10,04:05,01:55,1,1,01:45,,SBPV,1,,,MPL,BOD,,LUI,,,LUS,MTO,MMA,,,,69TVNO,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1625,0,0,0,0,2061,2061,0
05/fev.,FEV.,032,2803,19,SBTT,SBTT,-4.250,-69.93,-4.250,-4.250,14:55,16:45,01:50,1,1,,,,,,,FVA,MDO,,REI,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1875,0,4,4,0,3163,3163,0
05/fev.,FEV.,039,2809,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,11:40,13:55,02:15,1,1,02:10,,SBUA,1,,,CSI,PBO,,RCO,PTO,,RBS,FAB,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,1925,0,12,3,0,3691,1537,0
05/fev.,FEV.,039,2809,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,16:50,17:40,00:50,2,1,,,,,,,PBO,CSI,,RCO,PTO,,RBS,FAB,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,850,0,3,12,0,14,2168,0
05/fev.,FEV.,039,2809,3,SBYA,SBMN,0.610,-69.20,-3.130,-3.130,18:35,21:25,02:50,3,1,02:35,,SBMN,1,,,CSI,PBO,,RCO,PTO,,RBS,FAB,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,3150,0,7,7,0,0,0,0
05/fev.,FEV.,036,2802,2,SBPV,SWLB,-8.700,-63.90,-7.282,-7.282,15:25,16:25,01:00,2,1,,,,,,,BOD,MPL,,LUI,,,LUS,MTO,MMA,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1625,0,0,0,0,0,0,0
05/fev.,FEV.,036,2802,3,SWLB,SBPV,-7.282,-64.77,-8.700,-8.700,19:20,19:55,00:35,3,1,,,,,,,MPL,BOD,,LUI,,,LUS,MTO,MMA,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,950,0,11,9,0,0,0,0
05/fev.,FEV.,036,2802,4,SBPV,ROTA,-8.700,-63.90,0.0,0.0,21:25,22:00,00:35,4,0,00:35,,,,,,BOD,MPL,,LUI,,,LUS,MTO,MMA,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,,,,,,,,
05/fev.,FEV.,036,2802,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:00,23:25,01:25,5,1,01:15,,SBMN,1,,,BOD,MPL,,LUI,,,LUS,MTO,MMA,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,VACINA COVID-19,1750,0,0,2,0,92,92,0
06/fev.,FEV.,040,2809,1,SBMN,SWCA,-3.130,-59.98,-4.874,-4.874,09:20,11:25,02:05,1,1,,,,,,,RAV,MLO,,LUI,,,REG,VAN,ROM,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1865,2,0,0,0,4212,4212,0
06/fev.,FEV.,040,2809,2,SWCA,SBTF,-4.874,-66.90,-3.380,-3.380,12:55,13:45,00:50,2,1,00:40,,SBTF,1,,,MLO,RAV,,LUI,,,REG,VAN,ROM,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,750,0,0,0,0,1560,0,0
06/fev.,FEV.,040,2809,3,SBTF,SBMN,-3.380,-64.73,-3.130,-3.130,14:30,16:00,01:30,3,1,01:20,,SBMN,1,,,MLO,RAV,,LUI,,,REG,VAN,ROM,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1290,0,0,0,0,0,1560,0
06/fev.,FEV.,041,2802,1,SBMN,SBTF,-3.130,-59.98,-3.380,-3.380,12:15,13:45,01:30,1,1,01:20,,SBTF,1,,,CAI,MPL,,RDZ,,,MAI,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1195,0,0,0,0,4212,0,0
06/fev.,FEV.,041,2802,2,SBTF,SWEI,-3.380,-64.73,-6.637,-6.637,14:45,16:35,01:50,2,1,01:40,,,,,,CAI,MPL,,RDZ,,,MAI,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1545,0,0,0,0,0,4212,0
